order_id,created_at,buyerEmail,buyerPhone,customerId,line_items,totalAmount,currencyCode,state,address_line1,address_city,address_country,email,phone,cust_id,items,amount,ccy,order_ts,geo_region,shipping_address_line1,shipping_address_city,shipping_address_country,shipping_address,address,orderRef,created,total,currency,region,shippingAddress,customer_id,customer_email,customer_phone,shippingAddress_line1,shippingAddress_city,shippingAddress_country
,,,,,,,,,,,,,,,"[{'sku': 'SKU-0123', 'qty': 2, 'price': 25500}, {'sku': 'SKU-0197', 'qty': 1, 'price': 4200}]",,,,,,,,,,ORD-000281,2023-11-03 12:30,55200.0,NGN,Kano,,CUST-00171,user330@pulse.africa,+2348033536332,178 Garki Rd,Kano,NG
,,,,,,,,,,,,,,,"[{'sku': 'SKU-0032', 'qty': 2, 'price': 12500}, {'sku': 'SKU-0094', 'qty': 1, 'price': 6700}, {'sku': 'SKU-0143', 'qty': 3, 'price': 2500}, {'sku': 'SKU-0170', 'qty': 2, 'price': 3000}, {'sku': 'SKU-0037', 'qty': 2, 'price': 5000}]",,,,,,,,,,ORD-000282,2023-01-16 23:33,55200.0,NGN,Kano,,,user52@shop.ng,+2348029513094,238 Sabon Gari Rd,Kano,NG
,,,,,,,,,,,,user83@mail.com,+2348025686844,,"[{'productSku': 'SKU-0165', 'qty': 3, 'price': 9500}, {'productSku': 'SKU-0121', 'qty': 2, 'price': 9200}, {'productSku': 'SKU-0204', 'qty': 3, 'price': 2500}]",54400.0,NGN,1690856804.0,PH,,,,"103 GRA Rd, PH",,,,,,,,,,,,,
,,,,,,,,,,,,,,,"[{'sku': 'SKU-0164', 'qty': 1, 'price': 25200}, {'sku': 'SKU-0200', 'qty': 2, 'price': 12200}, {'sku': 'SKU-0005', 'qty': 1, 'price': 19000}, {'sku': 'SKU-0173', 'qty': 3, 'price': 6500}, {'sku': 'SKU-0131', 'qty': 2, 'price': 1700}]",,,,,,,,,,ORD-000284,2023-05-07 17:57,91500.0,NGN,Lagos,"96 Alausa Rd, Lagos",CUST-00524,user1366@pulse.africa,+2348067396933,,,
ORD-000285,2023-04-30 15:33:48+00:00,user136@shop.ng,,CUST-00538,"[{'sku': 'SKU-0022', 'quantity': 1, 'unit_price': 3500}, {'sku': 'SKU-0189', 'quantity': 2, 'unit_price': 5000}, {'sku': 'SKU-0073', 'quantity': 1, 'unit_price': 5000}, {'sku': 'SKU-0186', 'quantity': 2, 'unit_price': 4200}, {'sku': 'SKU-0213', 'quantity': 3, 'unit_price': 18000}]",80900.0,NGN,Kaduna,,,,,,,,,,,,,,,,"235 Sabon Gari Rd, Kaduna",,,,,,,,,,,,
,,,,,,,,,,,,user1146@shop.ng,+2348010328387,CUST-00600,"[{'sku': 'SKU-0051', 'qty': 1, 'price': 7500}, {'sku': 'SKU-0074', 'qty': 3, 'price': 3500}]",18000.0,NGN,1688037372.0,PH,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,user1191@shop.ng,+2348044616300,CUST-00614,"[{'sku': 'SKU-0106', 'qty': 1, 'price': 26000}, {'sku': 'SKU-0176', 'qty': 3, 'price': 25200}, {'sku': 'SKU-0007', 'qty': 1, 'price': 7000}]",108600.0,NGN,1688387050.0,Lagos,122 Alausa Rd,Lagos,NG,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"[{'sku': 'SKU-0148', 'qty': 1, 'price': 1700}, {'sku': 'SKU-0081', 'qty': 2, 'price': 12200}]",,,,,,,,,,ORD-000288,2023-11-25 06:34,26100.0,NGN,Kano,"164 Alausa Rd, Kano",,user1304@pulse.africa,,,,
,,,,,,,,,,,,user844@pulse.africa,+2348031881401,,"[{'sku': 'SKU-0192', 'qty': 1, 'price': 7000}, {'sku': 'SKU-0080', 'qty': 3, 'price': 2000}, {'sku': 'SKU-0069', 'qty': 3, 'price': 9500}, {'sku': 'SKU-0024', 'qty': 3, 'price': 9500}, {'sku': 'SKU-0210', 'qty': 1, 'price': 12000}]",82000.0,NGN,1678679965.0,Lagos,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"[{'sku': 'SKU-0176', 'qty': 3, 'price': 25000}, {'sku': 'SKU-0106', 'qty': 2, 'price': 25000}, {'sku': 'SKU-0029', 'qty': 1, 'price': 2500}, {'sku': 'SKU-0122', 'qty': 2, 'price': 7000}, {'sku': 'SKU-0176', 'qty': 2, 'price': 25200}]",,,,,,,,,,ORD-000290,2023-11-05 18:55,191900.0,NGN,PH,,CUST-00612,user701@mail.com,+2348013860039,31 Garki Rd,PH,NG
,,,,,,,,,,,,,+2348078918010,,"[{'productSku': 'SKU-0032', 'qty': 1, 'price': 12200}, {'productSku': 'SKU-0020', 'qty': 2, 'price': 9000}, {'productSku': 'SKU-0019', 'qty': 1, 'price': 13000}]",43200.0,NGN,1677307986.0,Abuja,121 Alausa Rd,Abuja,NG,,,,,,,,,,,,,,
ORD-000292,2023-09-17 06:21:23+00:00,user60@example.com,,,"[{'sku': 'SKU-0200', 'quantity': 1, 'unit_price': 12200}]",12200.0,NGN,Lagos,72 GRA Rd,Lagos,NG,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"[{'sku': 'SKU-0061', 'qty': 3, 'price': 2500}, {'sku': 'SKU-0025', 'qty': 3, 'price': 12000}, {'sku': 'SKU-0135', 'qty': 1, 'price': 6700}, {'sku': 'SKU-0072', 'qty': 1, 'price': 9000}, {'sku': 'SKU-0185', 'qty': 1, 'price': 2700}]",,,,,,,,,,ORD-000293,2023-11-29 02:27,63.75,USD,PH,,CUST-00604,user1380@example.com,+2348057623448,109 Garki Rd,PH,NG
ORD-000294,2023-02-13 19:47:45+00:00,user84@example.com,+2348025532025,CUST-00296,"[{'sku': 'SKU-0119', 'quantity': 1, 'unit_price': 25200}]",25200.0,NGN,Kano,,,,,,,,,,,,,,,,"117 GRA Rd, Kano",,,,,,,,,,,,
,,,,,,,,,,,,user1381@shop.ng,+2348063199848,CUST-00377,"[{'sku': 'SKU-0141', 'qty': 2, 'price': 4500}, {'sku': 'SKU-0218', 'qty': 2, 'price': 2700}]",14.83,USD,1700753503.0,Kaduna,,,,"169 Alausa Rd, Kaduna",,,,,,,,,,,,,
,,,,,,,,,,,,user1462@pulse.africa,+2348096413557,CUST-00743,"[{'productSku': 'SKU-0016', 'qty': 2, 'price': 6700}, {'productSku': 'SKU-0086', 'qty': 1, 'price': 5000}]",18400.0,NGN,1692347012.0,Lagos,92 Wuse Rd,Lagos,NG,,,,,,,,,,,,,,
ORD-000297,2023-07-18 14:43:43+00:00,,+2348019157497,CUST-00138,"[{'sku': 'SKU-0196', 'quantity': 2, 'unit_price': 4000}, {'sku': 'SKU-0031', 'quantity': 2, 'unit_price': 10000}]",28000.0,NGN,Kano,,,,,,,,,,,,,,,,"7 Garki Rd, Kano",,,,,,,,,,,,
,,,,,,,,,,,,user704@example.com,+2348014241081,CUST-00517,"[{'sku': 'SKU-0159', 'qty': 3, 'price': 6500}, {'sku': 'SKU-0194', 'qty': 1, 'price': 3500}, {'sku': 'SKU-0202', 'qty': 2, 'price': 4200}]",31400.0,NGN,1683502019.0,Abuja,226 Alausa Rd,Abuja,NG,,,,,,,,,,,,,,
ORD-000299,2023-06-21 20:55:20+00:00,user797@shop.ng,+2348086350455,CUST-00138,"[{'sku': 'SKU-0008', 'quantity': 1, 'unit_price': 2000}]",2.24,USD,Kaduna,169 GRA Rd,Kaduna,NG,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,user1281@pulse.africa,+2348067465077,CUST-00760,"[{'sku': 'SKU-0218', 'qty': 1, 'price': 2500}, {'sku': 'SKU-0100', 'qty': 2, 'price': 2500}, {'sku': 'SKU-0151', 'qty': 2, 'price': 7000}, {'sku': 'SKU-0196', 'qty': 2, 'price': 4500}, {'sku': 'SKU-0015', 'qty': 1, 'price': 9000}]",39500.0,NGN,1688295688.0,Kaduna,,,,"92 Wuse Rd, Kaduna",,,,,,,,,,,,,
,,,,,,,,,,,,,,,"[{'sku': 'SKU-0021', 'qty': 3, 'price': 25000}, {'sku': 'SKU-0078', 'qty': 1, 'price': 2000}, {'sku': 'SKU-0043', 'qty': 1, 'price': 7000}, {'sku': 'SKU-0009', 'qty': 2, 'price': 7500}, {'sku': 'SKU-0145', 'qty': 3, 'price': 7500}]",,,,,,,,,,ORD-000301,2023-04-02 02:50,121500.0,NGN,Kano,"147 Alausa Rd, Kano",CUST-00603,,+2348086551556,,,
,,,,,,,,,,,,,,,"[{'sku': 'SKU-0127', 'qty': 3, 'price': 18500}, {'sku': 'SKU-0042', 'qty': 3, 'price': 12500}, {'sku': 'SKU-0093', 'qty': 2, 'price': 25200}]",,,,,,,,,,ORD-000302,2023-09-26 07:19,143400.0,NGN,Abuja,"147 Wuse Rd, Abuja",CUST-00078,user1098@mail.com,+2348016379551,,,
,,,,,,,,,,,,user1280@shop.ng,+2348083492593,CUST-00425,"[{'sku': 'SKU-0024', 'qty': 3, 'price': 9500}, {'sku': 'SKU-0069', 'qty': 1, 'price': 10000}, {'sku': 'SKU-0109', 'qty': 1, 'price': 3000}, {'sku': 'SKU-0203', 'qty': 1, 'price': 3000}, {'sku': 'SKU-0129', 'qty': 2, 'price': 19000}]",82500.0,NGN,1697458385.0,Lagos,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"[{'sku': 'SKU-0169', 'qty': 3, 'price': 10000}, {'sku': 'SKU-0068', 'qty': 3, 'price': 13000}]",,,,,,,,,,ORD-000304,2023-08-13 00:34,79.77,USD,Kaduna,,CUST-00374,user493@mail.com,+2348050302318,106 Sabon Gari Rd,Kaduna,NG
,,,,,,,,,,,,,,,"[{'sku': 'SKU-0068', 'qty': 2, 'price': 12200}, {'sku': 'SKU-0065', 'qty': 3, 'price': 1700}, {'sku': 'SKU-0103', 'qty': 1, 'price': 6500}, {'sku': 'SKU-0038', 'qty': 1, 'price': 6500}]",,,,,,,,,,ORD-000305,2023-09-04 04:37,43000.0,NGN,Abuja,"70 Garki Rd, Abuja",CUST-00476,user894@shop.ng,+2348014966557,,,
ORD-000306,2023-09-13 19:15:21+00:00,user834@pulse.africa,+2348022120705,CUST-00306,"[{'sku': 'SKU-0164', 'quantity': 1, 'unit_price': 26000}, {'sku': 'SKU-0200', 'quantity': 1, 'unit_price': 12000}]",43.63,USD,PH,,,,,,,,,,,,,,,,"215 Garki Rd, PH",,,,,,,,,,,,
,,,,,,,,,,,,user642@pulse.africa,+2348062338292,,"[{'productSku': 'SKU-0133', 'qty': 3, 'price': 9500}]",28500.0,NGN,1697176272.0,PH,191 Garki Rd,PH,NG,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"[{'sku': 'SKU-0112', 'qty': 2, 'price': 25500}, {'sku': 'SKU-0150', 'qty': 1, 'price': 13000}, {'sku': 'SKU-0136', 'qty': 2, 'price': 6500}]",,,,,,,,,,ORD-000308,2023-03-10 00:33,77500.0,NGN,Abuja,,CUST-00700,user569@mail.com,+2348059357131,6 GRA Rd,Abuja,NG
,,,,,,,,,,,,user796@example.com,+2348062744287,CUST-00243,"[{'sku': 'SKU-0064', 'qty': 3, 'price': 10000}, {'sku': 'SKU-0079', 'qty': 3, 'price': 12500}]",76.62,USD,1694751731.0,Lagos,235 Sabon Gari Rd,Lagos,NG,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"[{'sku': 'SKU-0112', 'qty': 3, 'price': 25500}, {'sku': 'SKU-0207', 'qty': 3, 'price': 10000}]",,,,,,,,,,ORD-000310,2023-04-26 12:10,106500.0,NGN,Abuja,"106 Sabon Gari Rd, Abuja",,,+2348075993764,,,
,,,,,,,,,,,,,,,"[{'sku': 'SKU-0129', 'qty': 1, 'price': 18500}, {'sku': 'SKU-0107', 'qty': 3, 'price': 25500}, {'sku': 'SKU-0116', 'qty': 3, 'price': 12000}]",,,,,,,,,,ORD-000311,2023-11-17 03:58,131000.0,NGN,Abuja,"79 Sabon Gari Rd, Abuja",CUST-00189,user1313@mail.com,,,,
,,,,,,,,,,,,,,,"[{'sku': 'SKU-0182', 'qty': 3, 'price': 25200}, {'sku': 'SKU-0216', 'qty': 3, 'price': 5000}, {'sku': 'SKU-0202', 'qty': 2, 'price': 5000}, {'sku': 'SKU-0122', 'qty': 3, 'price': 6700}, {'sku': 'SKU-0066', 'qty': 1, 'price': 3000}]",,,,,,,,,,ORD-000312,2023-03-03 07:00,123700.0,NGN,Abuja,"243 Alausa Rd, Abuja",,user373@shop.ng,+2348086556525,,,
,,,,,,,,,,,,user879@pulse.africa,,,"[{'sku': 'SKU-0118', 'qty': 1, 'price': 7000}]",7000.0,NGN,1693066618.0,Abuja,44 GRA Rd,Abuja,NG,,,,,,,,,,,,,,
ORD-000314,2023-10-28 08:13:52+00:00,user388@shop.ng,+2348029588118,CUST-00290,"[{'sku': 'SKU-0030', 'quantity': 1, 'unit_price': 2700}, {'sku': 'SKU-0048', 'quantity': 2, 'unit_price': 25500}, {'sku': 'SKU-0191', 'quantity': 2, 'unit_price': 2500}, {'sku': 'SKU-0033', 'quantity': 2, 'unit_price': 12200}]",83100.0,NGN,Kaduna,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"[{'sku': 'SKU-0094', 'qty': 3, 'price': 7500}, {'sku': 'SKU-0021', 'qty': 1, 'price': 26000}]",,,,,,,,,,ORD-000315,2023-08-28 21:11,48500.0,NGN,Kaduna,"25 GRA Rd, Kaduna",CUST-00710,user435@shop.ng,+2348090154282,,,
ORD-000316,2023-12-28 14:09:04+00:00,user695@shop.ng,,,"[{'sku': 'SKU-0090', 'quantity': 3, 'unit_price': 6500}, {'sku': 'SKU-0001', 'quantity': 2, 'unit_price': 10000}, {'sku': 'SKU-0077', 'quantity': 2, 'unit_price': 12500}, {'sku': 'SKU-0033', 'quantity': 3, 'unit_price': 12000}]",100500.0,NGN,Abuja,,,,,,,,,,,,,,,,"136 Wuse Rd, Abuja",,,,,,,,,,,,
,,,,,,,,,,,,,,,"[{'sku': 'SKU-0127', 'qty': 2, 'price': 18500}, {'sku': 'SKU-0110', 'qty': 2, 'price': 18500}]",,,,,,,,,,ORD-000317,2023-05-02 15:53,74000.0,NGN,Lagos,,CUST-00271,user893@mail.com,+2348075937784,39 GRA Rd,Lagos,NG
,,,,,,,,,,,,user1446@shop.ng,+2348076425800,,"[{'sku': 'SKU-0048', 'qty': 1, 'price': 25000}]",25000.0,NGN,1693893702.0,Kaduna,,,,,,,,,,,,,,,,,
ORD-000319,2023-06-27 18:37:46+00:00,user370@mail.com,+2348046613462,,"[{'sku': 'SKU-0216', 'quantity': 3, 'unit_price': 4200}]",12600.0,NGN,Kaduna,170 GRA Rd,Kaduna,NG,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"[{'sku': 'SKU-0106', 'qty': 1, 'price': 25200}, {'sku': 'SKU-0196', 'qty': 2, 'price': 4000}]",,,,,,,,,,ORD-000320,2023-07-24 06:49,38.79,USD,PH,,,user250@shop.ng,+2348024236463,40 Alausa Rd,PH,NG
,,,,,,,,,,,,,+2348061189424,,"[{'sku': 'SKU-0160', 'qty': 2, 'price': 9000}, {'sku': 'SKU-0084', 'qty': 1, 'price': 3500}, {'sku': 'SKU-0083', 'qty': 3, 'price': 6700}, {'sku': 'SKU-0054', 'qty': 1, 'price': 18500}]",60100.0,NGN,1694661667.0,Kaduna,,,,,,,,,,,,,,,,,
ORD-000322,2023-02-04 15:17:43+00:00,user636@mail.com,+2348022899866,CUST-00443,"[{'sku': 'SKU-0041', 'quantity': 2, 'unit_price': 7500}, {'sku': 'SKU-0072', 'quantity': 3, 'unit_price': 9200}]",42600.0,NGN,Lagos,132 Garki Rd,Lagos,NG,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-000323,2023-07-05 00:44:23+00:00,user1015@example.com,+2348068700864,CUST-00731,"[{'sku': 'SKU-0153', 'quantity': 2, 'unit_price': 9000}, {'sku': 'SKU-0193', 'quantity': 2, 'unit_price': 7000}, {'sku': 'SKU-0157', 'quantity': 1, 'unit_price': 2500}, {'sku': 'SKU-0161', 'quantity': 2, 'unit_price': 12000}, {'sku': 'SKU-0010', 'quantity': 3, 'unit_price': 18500}]",125.69,USD,Kano,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-000324,2023-02-27 17:06:47+00:00,,+2348086299853,CUST-00423,"[{'sku': 'SKU-0215', 'quantity': 1, 'unit_price': 3500}, {'sku': 'SKU-0075', 'quantity': 3, 'unit_price': 9000}, {'sku': 'SKU-0141', 'quantity': 1, 'unit_price': 4000}]",34500.0,NGN,Abuja,91 Sabon Gari Rd,Abuja,NG,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,user384@mail.com,+2348091074604,CUST-00272,"[{'sku': 'SKU-0045', 'qty': 1, 'price': 10000}, {'sku': 'SKU-0011', 'qty': 1, 'price': 26000}, {'sku': 'SKU-0180', 'qty': 2, 'price': 12500}, {'sku': 'SKU-0150', 'qty': 3, 'price': 13000}]",100500.0,NGN,1673077086.0,Lagos,,,,"173 Alausa Rd, Lagos",,,,,,,,,,,,,
ORD-000326,2023-02-15 07:31:12+00:00,user1380@shop.ng,+2348021762188,CUST-00632,"[{'sku': 'SKU-0167', 'quantity': 2, 'unit_price': 10000}, {'sku': 'SKU-0177', 'quantity': 2, 'unit_price': 2500}]",25500.0,NGN,Lagos,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"[{'sku': 'SKU-0219', 'qty': 1, 'price': 18200}, {'sku': 'SKU-0123', 'qty': 3, 'price': 25200}]",,,,,,,,,,ORD-000327,2023-11-13 21:22,93800.0,NGN,Lagos,,CUST-00642,user1104@mail.com,,38 Wuse Rd,Lagos,NG
,,,,,,,,,,,,,,,"[{'sku': 'SKU-0124', 'qty': 2, 'price': 2500}, {'sku': 'SKU-0115', 'qty': 3, 'price': 18200}, {'sku': 'SKU-0051', 'qty': 2, 'price': 7500}, {'sku': 'SKU-0013', 'qty': 2, 'price': 4000}]",,,,,,,,,,ORD-000328,2023-03-06 12:12,82600.0,NGN,Abuja,"132 GRA Rd, Abuja",CUST-00443,user1016@pulse.africa,,,,
,,,,,,,,,,,,user970@example.com,+2348096728786,,"[{'sku': 'SKU-0182', 'qty': 1, 'price': 25000}, {'sku': 'SKU-0108', 'qty': 3, 'price': 7000}]",46000.0,NGN,1702900415.0,Kaduna,,,,"179 Wuse Rd, Kaduna",,,,,,,,,,,,,
,,,,,,,,,,,,,,,"[{'sku': 'SKU-0059', 'qty': 3, 'price': 4200}, {'sku': 'SKU-0150', 'qty': 3, 'price': 12500}, {'sku': 'SKU-0154', 'qty': 3, 'price': 5000}, {'sku': 'SKU-0033', 'qty': 2, 'price': 13000}]",,,,,,,,,,ORD-000330,2023-07-02 05:38,96.71,USD,Kano,,CUST-00166,user579@example.com,+2348027327046,,,
ORD-000331,2023-02-09 04:29:27+00:00,user692@shop.ng,,CUST-00033,"[{'sku': 'SKU-0077', 'quantity': 1, 'unit_price': 12200}, {'sku': 'SKU-0142', 'quantity': 1, 'unit_price': 2500}, {'sku': 'SKU-0091', 'quantity': 2, 'unit_price': 9500}, {'sku': 'SKU-0173', 'quantity': 1, 'unit_price': 6700}]",40400.0,NGN,Kaduna,,,,,,,,,,,,,,,,"144 Garki Rd, Kaduna",,,,,,,,,,,,
ORD-000332,2023-11-01 19:39:57+00:00,user228@example.com,+2348091826622,CUST-00449,"[{'sku': 'SKU-0197', 'quantity': 3, 'unit_price': 4500}]",15.41,USD,Kano,243 Alausa Rd,Kano,NG,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"[{'sku': 'SKU-0161', 'qty': 1, 'price': 12200}, {'sku': 'SKU-0092', 'qty': 1, 'price': 12500}]",,,,,,,,,,ORD-000333,2023-07-17 00:25,24700.0,NGN,Lagos,,CUST-00511,user204@mail.com,+2348054910261,32 Garki Rd,Lagos,NG
ORD-000334,2023-10-26 17:38:36+00:00,user1290@mail.com,,CUST-00773,"[{'sku': 'SKU-0213', 'quantity': 2, 'unit_price': 18500}, {'sku': 'SKU-0073', 'quantity': 3, 'unit_price': 4200}]",49600.0,NGN,Lagos,108 Garki Rd,Lagos,NG,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-000335,2023-06-10 13:15:18+00:00,,+2348098607345,CUST-00445,"[{'sku': 'SKU-0218', 'quantity': 3, 'unit_price': 3000}, {'sku': 'SKU-0007', 'quantity': 2, 'unit_price': 6700}, {'sku': 'SKU-0197', 'quantity': 1, 'unit_price': 4000}, {'sku': 'SKU-0021', 'quantity': 2, 'unit_price': 25500}]",77400.0,NGN,Kaduna,39 GRA Rd,Kaduna,NG,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,user1115@shop.ng,+2348097074691,CUST-00457,"[{'sku': 'SKU-0107', 'qty': 2, 'price': 25500}, {'sku': 'SKU-0184', 'qty': 3, 'price': 2000}, {'sku': 'SKU-0088', 'qty': 1, 'price': 4500}]",69.33,USD,1696467908.0,PH,,,,"51 Sabon Gari Rd, PH",,,,,,,,,,,,,
ORD-000337,2023-10-09 14:24:34+00:00,user1040@pulse.africa,,CUST-00382,"[{'sku': 'SKU-0138', 'quantity': 2, 'unit_price': 12200}, {'sku': 'SKU-0023', 'quantity': 3, 'unit_price': 3000}, {'sku': 'SKU-0133', 'quantity': 2, 'unit_price': 9200}, {'sku': 'SKU-0005', 'quantity': 1, 'unit_price': 18500}, {'sku': 'SKU-0061', 'quantity': 2, 'unit_price': 3500}]",88.04,USD,Abuja,241 Alausa Rd,Abuja,NG,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,user740@shop.ng,,CUST-00198,"[{'sku': 'SKU-0086', 'qty': 1, 'price': 4200}, {'sku': 'SKU-0089', 'qty': 2, 'price': 18500}, {'sku': 'SKU-0170', 'qty': 3, 'price': 2700}, {'sku': 'SKU-0182', 'qty': 2, 'price': 25200}]",99700.0,NGN,1697256075.0,Lagos,213 Wuse Rd,Lagos,NG,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"[{'sku': 'SKU-0019', 'qty': 2, 'price': 13000}, {'sku': 'SKU-0150', 'qty': 3, 'price': 13000}, {'sku': 'SKU-0067', 'qty': 3, 'price': 10000}, {'sku': 'SKU-0162', 'qty': 2, 'price': 7500}]",,,,,,,,,,ORD-000339,2023-07-04 23:00,110000.0,NGN,Abuja,,CUST-00750,user334@mail.com,+2348075063976,34 GRA Rd,Abuja,NG
,,,,,,,,,,,,,,,"[{'sku': 'SKU-0121', 'qty': 1, 'price': 9200}, {'sku': 'SKU-0143', 'qty': 2, 'price': 2500}, {'sku': 'SKU-0154', 'qty': 2, 'price': 4000}, {'sku': 'SKU-0030', 'qty': 2, 'price': 3000}]",,,,,,,,,,ORD-000340,2023-09-27 16:56,28200.0,NGN,Abuja,,,user767@pulse.africa,+2348013755114,37 GRA Rd,Abuja,NG
ORD-000341,2023-12-12 06:36:49+00:00,user635@shop.ng,+2348060641104,,"[{'sku': 'SKU-0046', 'quantity': 3, 'unit_price': 7500}, {'sku': 'SKU-0000', 'quantity': 1, 'unit_price': 3000}]",25500.0,NGN,Kano,,,,,,,,,,,,,,,,"185 GRA Rd, Kano",,,,,,,,,,,,
,,,,,,,,,,,,,,,"[{'sku': 'SKU-0170', 'qty': 2, 'price': 2700}, {'sku': 'SKU-0186', 'qty': 2, 'price': 4000}, {'sku': 'SKU-0204', 'qty': 3, 'price': 2500}, {'sku': 'SKU-0099', 'qty': 1, 'price': 3500}]",,,,,,,,,,ORD-000342,2023-07-16 00:44,24400.0,NGN,Kaduna,,,user908@pulse.africa,+2348032228439,147 Sabon Gari Rd,Kaduna,NG
,,,,,,,,,,,,,,,"[{'sku': 'SKU-0049', 'qty': 3, 'price': 25000}]",,,,,,,,,,ORD-000343,2023-09-08 01:42,83.52,USD,PH,,CUST-00515,user247@mail.com,+2348046904845,63 GRA Rd,PH,NG
,,,,,,,,,,,,,,,"[{'sku': 'SKU-0150', 'qty': 1, 'price': 13000}, {'sku': 'SKU-0005', 'qty': 2, 'price': 19000}, {'sku': 'SKU-0046', 'qty': 2, 'price': 6500}, {'sku': 'SKU-0135', 'qty': 2, 'price': 7500}]",79000.0,NGN,1692893868.0,Kano,,,,,,,,,,,,,,,,,
ORD-000345,2023-06-08 04:05:29+00:00,user656@mail.com,+2348053515775,,"[{'sku': 'SKU-0157', 'quantity': 2, 'unit_price': 1700}]",3400.0,NGN,Abuja,,,,,,,,,,,,,,,,"242 Alausa Rd, Abuja",,,,,,,,,,,,
,,,,,,,,,,,,,,,"[{'sku': 'SKU-0060', 'qty': 2, 'price': 19000}, {'sku': 'SKU-0029', 'qty': 2, 'price': 2500}, {'sku': 'SKU-0081', 'qty': 2, 'price': 13000}, {'sku': 'SKU-0016', 'qty': 2, 'price': 6500}, {'sku': 'SKU-0104', 'qty': 3, 'price': 25200}]",,,,,,,,,,ORD-000346,2023-10-20 02:23,184.54,USD,PH,,,user1383@example.com,+2348084451573,33 Sabon Gari Rd,PH,NG
ORD-000347,2023-02-02 14:04:57+00:00,user3@shop.ng,+2348093312959,CUST-00569,"[{'sku': 'SKU-0200', 'quantity': 1, 'unit_price': 12500}, {'sku': 'SKU-0138', 'quantity': 1, 'unit_price': 12200}]",25200.0,NGN,PH,,,,,,,,,,,,,,,,"249 Garki Rd, PH",,,,,,,,,,,,
ORD-000348,2023-04-17 03:22:04+00:00,,,CUST-00577,"[{'sku': 'SKU-0214', 'quantity': 3, 'unit_price': 13000}, {'sku': 'SKU-0089', 'quantity': 3, 'unit_price': 18200}, {'sku': 'SKU-0149', 'quantity': 3, 'unit_price': 3000}]",102600.0,NGN,PH,213 Garki Rd,PH,NG,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-000349,2023-12-08 02:09:22+00:00,user659@pulse.africa,+2348090465362,,"[{'sku': 'SKU-0156', 'quantity': 3, 'unit_price': 12500}, {'sku': 'SKU-0174', 'quantity': 2, 'unit_price': 12500}]",64.77,USD,Kaduna,,,,,,,,,,,,,,,,"234 Garki Rd, Kaduna",,,,,,,,,,,,
,,,,,,,,,,,,,,,"[{'sku': 'SKU-0002', 'qty': 3, 'price': 6700}]",,,,,,,,,,ORD-000350,2023-08-25 10:18,20100.0,NGN,Kaduna,,CUST-00721,user805@example.com,+2348097120361,138 Alausa Rd,Kaduna,NG
,,,,,,,,,,,,user576@pulse.africa,+2348092334886,,"[{'sku': 'SKU-0208', 'qty': 2, 'price': 7000}, {'sku': 'SKU-0099', 'qty': 1, 'price': 2500}, {'sku': 'SKU-0031', 'qty': 2, 'price': 9500}]",36.86,USD,1687468853.0,Lagos,207 Garki Rd,Lagos,NG,,,,,,,,,,,,,,
ORD-000352,2023-01-15 06:57:50+00:00,user360@example.com,+2348018730772,CUST-00699,"[{'sku': 'SKU-0180', 'quantity': 3, 'unit_price': 12200}, {'sku': 'SKU-0001', 'quantity': 1, 'unit_price': 10000}, {'sku': 'SKU-0028', 'quantity': 2, 'unit_price': 7500}, {'sku': 'SKU-0043', 'quantity': 3, 'unit_price': 6700}]",81700.0,NGN,Kano,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"[{'sku': 'SKU-0049', 'qty': 3, 'price': 25000}, {'sku': 'SKU-0177', 'qty': 3, 'price': 2000}, {'sku': 'SKU-0174', 'qty': 3, 'price': 13000}]",,,,,,,,,,ORD-000353,2023-12-09 03:32,120000.0,NGN,PH,"175 GRA Rd, PH",CUST-00690,user107@pulse.africa,+2348064609958,,,
